,Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
7795,modernos & contemporâneos,True,Modernos & Contemporâneos,2595-1211,1677-09-22,2019-02-15,Still in DOAJ index,DOAJ,https://www.ifch.unicamp.br/ojs/index.php/modernoscontemporaneos,interesting reason
7796,modulema,True,Modulema,2530-934X,1677-09-22,2017-12-06,Still in DOAJ index,DOAJ,http://revistaseug.ugr.es/index.php/modulema,interesting reason
7797,mokslo taikomieji tyrimai lietuvos kolegijose,True,Mokslo Taikomieji Tyrimai Lietuvos Kolegijose,1822-1068,1677-09-22,2018-06-27,Still in DOAJ index,DOAJ,http://ojs.kaunokolegija.lt/index.php/mttlk/index,interesting reason
7798,molecular & cellular proteomics,True,Molecular & Cellular Proteomics,1535-9484,1677-09-22,2021-02-15,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/molecular-and-cellular-proteomics,interesting reason
7799,molecular and cellular pediatrics,True,Molecular and Cellular Pediatrics,2194-7791,1677-09-22,2022-04-13,Still in DOAJ index,DOAJ,https://molcellped.springeropen.com/,interesting reason
7800,molecular based mathematical biology,True,Molecular Based Mathematical Biology,2299-3266,1677-09-22,2015-01-13,Still in DOAJ index,DOAJ,https://www.degruyter.com/view/j/cmb,interesting reason
7801,molecular biology & nanomedicine,True,Molecular Biology & Nanomedicine,2707-4692,1677-09-22,2020-10-30,Still in DOAJ index,DOAJ,http://mbn.techlandgroup.com/index.php,interesting reason
7802,molecular biology and evolution,True,Molecular Biology and Evolution,1537-1719,1677-09-22,2022-04-27,Still in DOAJ index,DOAJ,https://academic.oup.com/mbe,interesting reason
7803,molecular biomedicine,True,Molecular Biomedicine,2662-8651,1677-09-22,2020-11-10,Still in DOAJ index,DOAJ,https://www.springer.com/journal/43556,interesting reason
7804,molecular frontiers journal,True,Molecular Frontiers Journal,2529-7325,1677-09-22,2018-11-29,Still in DOAJ index,DOAJ,http://www.worldscientific.com/worldscinet/mfj,interesting reason
7805,molecular genetics & genomic medicine,True,Molecular Genetics & Genomic Medicine,2324-9269,1677-09-22,2014-12-21,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/23249269,interesting reason
7806,molecular genetics and metabolism reports,True,Molecular Genetics and Metabolism Reports,2214-4269,1677-09-22,2015-05-19,Still in DOAJ index,DOAJ,http://www.journals.elsevier.com/molecular-genetics-and-metabolism-reports/,interesting reason
7807,molecular horticulture,True,Molecular Horticulture,2730-9401,1677-09-22,2021-12-01,Still in DOAJ index,DOAJ,https://molhort.biomedcentral.com/,interesting reason
7808,molecular metabolism,True,Molecular Metabolism,2212-8778,1677-09-22,2015-02-23,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/molecular-metabolism/,interesting reason
7809,molecular oncology,True,Molecular Oncology,1574-7891,1677-09-22,2017-10-27,Still in DOAJ index,DOAJ,https://febs.onlinelibrary.wiley.com/journal/18780261,interesting reason
7810,molecular plant pathology,True,Molecular Plant Pathology,1364-3703,1677-09-22,2019-05-14,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/13643703,interesting reason
7811,molecular plant-microbe interactions,True,Molecular Plant-Microbe Interactions,1943-7706,1677-09-22,2021-05-06,Still in DOAJ index,DOAJ,https://apsjournals.apsnet.org/journal/mpmi,interesting reason
7812,molecular therapy: methods & clinical development,True,Molecular Therapy: Methods & Clinical Development,2329-0501,1677-09-22,2015-03-18,Still in DOAJ index,DOAJ,http://www.cell.com/molecular-therapy-family/methods/latest-content,interesting reason
7813,molecular vision,True,Molecular Vision,1090-0535,1677-09-22,2019-03-11,Still in DOAJ index,DOAJ,http://www.molvis.org/molvis/,interesting reason
7814,molekul,True,Molekul,1907-9761,1677-09-22,2015-09-08,Still in DOAJ index,DOAJ,https://ojs.jmolekul.com/ojs/index.php/jm,interesting reason
7815,momentdergi,True,Momentdergi,2148-970X,1677-09-22,2018-04-27,Still in DOAJ index,DOAJ,http://www.momentjournal.org,interesting reason
7816,momento,True,Momento,0121-4470,1677-09-22,2018-06-21,Still in DOAJ index,DOAJ,https://revistas.unal.edu.co/index.php/momento,interesting reason
7817,momentum: physics education journal,True,Momentum: Physics Education Journal,2548-9127,1677-09-22,2017-11-15,Still in DOAJ index,DOAJ,http://ejournal.unikama.ac.id/index.php/momentum,interesting reason
7818,momona ethiopian journal of science,True,Momona Ethiopian Journal of Science,2073-073X,1677-09-22,2018-11-21,Still in DOAJ index,DOAJ,https://www.ajol.info/index.php/mejs/index,interesting reason
7819,monaldi archives for chest disease,True,Monaldi Archives for Chest Disease,1122-0643,1677-09-22,2019-02-15,Still in DOAJ index,DOAJ,http://www.monaldi-archives.org,interesting reason
7820,monex: journal research accounting politeknik tegal,True,Monex: Journal Research Accounting Politeknik Tegal,2549-5046,1677-09-22,2020-03-27,Still in DOAJ index,DOAJ,https://ejournal.poltektegal.ac.id/index.php/monex/index,interesting reason
7821,mongolian geoscientist,True,Mongolian Geoscientist,2663-5151,1677-09-22,2021-01-11,Still in DOAJ index,DOAJ,https://www.mongoliajol.info/index.php/MGS,interesting reason
7822,mongolian journal of biological sciences,True,Mongolian Journal of Biological Sciences,1684-3908,1677-09-22,2017-01-18,Still in DOAJ index,DOAJ,https://www.biotaxa.org/mjbs/index,interesting reason
7823,mongolian journal of chemistry,True,Mongolian Journal of Chemistry,2226-6739,1677-09-22,2017-06-30,Still in DOAJ index,DOAJ,http://mongoliajol.info/index.php/MJC/about,interesting reason
7824,monitor versorgungsforschung,True,Monitor Versorgungsforschung,1866-0533,1677-09-22,2022-03-01,Still in DOAJ index,DOAJ,https://www.monitor-versorgungsforschung.de,interesting reason
7825,monitoring obŝestvennogo mneniâ: ekonomičeskie i socialʹnye peremeny,True,Monitoring Obŝestvennogo Mneniâ: Ekonomičeskie i Socialʹnye Peremeny,2219-5467,1677-09-22,2017-12-17,Still in DOAJ index,DOAJ,https://monitoringjournal.ru,interesting reason
7826,monograma,True,Monograma,2531-2359,1677-09-22,2019-11-23,Still in DOAJ index,DOAJ,http://revistamonograma.com/,interesting reason
7827,monstrum,True,Monstrum,2561-5629,1677-09-22,2019-07-10,Still in DOAJ index,DOAJ,https://www.monstrum-society.ca/journal--revue.html,interesting reason
7828,montenegrin journal of economics,True,Montenegrin Journal of Economics,1800-5845,1677-09-22,2018-04-17,Still in DOAJ index,DOAJ,http://www.mnje.com/,interesting reason
7829,montenegrin journal of sports science and medicine,True,Montenegrin Journal of Sports Science and Medicine,1800-8755,1677-09-22,2017-07-05,Still in DOAJ index,DOAJ,http://www.mjssm.me,interesting reason
7830,monteverdia,True,Monteverdia,2077-2890,1677-09-22,2020-07-30,Still in DOAJ index,DOAJ,https://revistas.reduc.edu.cu/index.php/monteverdia,interesting reason
7831,monções,True,Monções,2316-8323,1677-09-22,2018-04-25,Still in DOAJ index,DOAJ,http://ojs.ufgd.edu.br/index.php/moncoes/index,interesting reason
7832,mora,True,Mora,0328-8773,1677-09-22,2020-06-26,Still in DOAJ index,DOAJ,http://revistascientificas.filo.uba.ar/index.php/mora/index,interesting reason
7833,moravian geographical reports,True,Moravian Geographical Reports,1210-8812,1677-09-22,2015-11-01,Still in DOAJ index,DOAJ,https://sciendo.com/journal/MGR,interesting reason
7834,moroccan journal of pure and applied analysis,True,Moroccan Journal of Pure and Applied Analysis,2351-8227,1677-09-22,2019-11-21,Still in DOAJ index,DOAJ,https://sciendo.com/journal/MJPAA,interesting reason
7835,moroccan journal of quantitative and qualitative research,True,Moroccan Journal of Quantitative and Qualitative Research,2665-8623,1677-09-22,2020-02-28,Still in DOAJ index,DOAJ,https://revues.imist.ma/index.php?journal=MJQR,interesting reason
7836,mosaico,True,Mosaico,2176-8943,1677-09-22,2017-10-16,Still in DOAJ index,DOAJ,http://bibliotecadigital.fgv.br/ojs/index.php/mosaico/index,interesting reason
7837,motif akademi halkbilimi dergisi,True,Motif Akademi Halkbilimi Dergisi,1308-4445,1677-09-22,2020-04-27,Still in DOAJ index,DOAJ,https://dergipark.org.tr/en/pub/mahder,interesting reason
7838,motricidades,True,Motricidades,2594-6463,1677-09-22,2018-08-07,Still in DOAJ index,DOAJ,http://www.motricidades.org/journal/index.php/journal,interesting reason
7839,motrivivência,True,Motrivivência,2175-8042,1677-09-22,2015-04-23,Still in DOAJ index,DOAJ,https://periodicos.ufsc.br/index.php/motrivivencia,interesting reason
7840,mouvements et enjeux sociaux,True,Mouvements et Enjeux Sociaux,2790-3095,1677-09-22,2022-03-12,Still in DOAJ index,DOAJ,https://mesrids.org,interesting reason
7841,movement ecology,True,Movement Ecology,2051-3933,1677-09-22,2014-12-03,Still in DOAJ index,DOAJ,http://www.movementecologyjournal.com/,interesting reason
7842,"movement, health & exercise",True,"Movement, Health & Exercise",2231-9409,1677-09-22,2017-07-05,Still in DOAJ index,DOAJ,http://mohejournal.com/index.php/mohe,interesting reason
7843,movimento,True,Movimento,0104-754X,1677-09-22,2020-09-14,Still in DOAJ index,DOAJ,https://www.seer.ufrgs.br/Movimento/index,interesting reason
7844,movimiento cientifico,True,Movimiento Cientifico,2011-7191,1677-09-22,2020-10-15,Still in DOAJ index,DOAJ,https://revmovimientocientifico.ibero.edu.co/index,interesting reason
7845,mozaik humaniora,True,Mozaik Humaniora,2442-8469,1677-09-22,2020-12-09,Still in DOAJ index,DOAJ,https://e-journal.unair.ac.id/MOZAIK,interesting reason
7846,mrims journal of health sciences,True,MRIMS Journal of Health Sciences,2321-7294,1677-09-22,2022-06-15,Still in DOAJ index,DOAJ,http://mrimsjournal.com/,interesting reason
7847,msphere,True,mSphere,2379-5042,1677-09-22,2016-10-01,Still in DOAJ index,DOAJ,https://journals.asm.org/journal/msphere,interesting reason
7848,msystems,True,mSystems,2379-5077,1677-09-22,2017-05-03,Still in DOAJ index,DOAJ,https://journals.asm.org/journal/msystems,interesting reason
7849,muaddib: studi kependidikan dan keislaman,True,Muaddib: Studi Kependidikan dan Keislaman,2088-3390,1677-09-22,2017-06-30,Still in DOAJ index,DOAJ,http://journal.umpo.ac.id/index.php/muaddib,interesting reason
7850,muallimuna: jurnal madrasah ibtidaiyah,True,Muallimuna: Jurnal Madrasah Ibtidaiyah,2476-9703,1677-09-22,2019-06-17,Still in DOAJ index,DOAJ,https://ojs.uniska-bjm.ac.id/index.php/jurnalmuallimuna/index,interesting reason
7851,mudarrisa: jurnal kajian pendidikan islam,True,Mudarrisa: Jurnal Kajian Pendidikan Islam,2085-2061,1677-09-22,2017-07-14,Still in DOAJ index,DOAJ,http://mudarrisa.iainsalatiga.ac.id,interesting reason
7852,mudra: jurnal seni budaya,True,Mudra: Jurnal Seni Budaya,0854-3461,1677-09-22,2018-05-02,Still in DOAJ index,DOAJ,http://jurnal.isi-dps.ac.id/index.php/mudra,interesting reason
7853,muhandisī-i bihdāsht-i ḥirfah/ī,True,Muhandisī-i bihdāsht-i ḥirfah/ī,2383-3378,1677-09-22,2015-12-16,Still in DOAJ index,DOAJ,http://johe.umsha.ac.ir/index.php?slc_lang=en&slc_sid=1,interesting reason
7854,muhandisī-i manābi̒-i ma̒danī,True,Muhandisī-i manābi̒-i ma̒danī,2538-5143,1677-09-22,2020-02-28,Still in DOAJ index,DOAJ,http://jmre.journals.ikiu.ac.ir/,interesting reason
7855,muhasebe ve finans i̇ncelemeleri dergisi,True,Muhasebe ve Finans İncelemeleri Dergisi,2630-5836,1677-09-22,2018-09-11,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/mufider,interesting reason
7856,muiraquitã,True,Muiraquitã,1807-1856,1677-09-22,2021-10-09,Still in DOAJ index,DOAJ,https://periodicos.ufac.br/index.php/mui/index,interesting reason
7857,muller journal of medical sciences and research,True,Muller Journal of Medical Sciences and Research,2321-3701,1677-09-22,2019-04-09,Still in DOAJ index,DOAJ,http://www.mjmsr.net/,interesting reason
7858,multi-science journal,True,Multi-Science Journal,2359-6902,1677-09-22,2017-09-16,Still in DOAJ index,DOAJ,https://www.ifgoiano.edu.br/periodicos/index.php/multiscience,interesting reason
7859,multicultural shakespeare,True,Multicultural Shakespeare,2300-7605,1677-09-22,2015-11-01,Still in DOAJ index,DOAJ,https://czasopisma.uni.lodz.pl/szekspir,interesting reason
7860,"multidisciplinary journal for education, social and technological sciences",True,"Multidisciplinary Journal for Education, Social and Technological Sciences",2341-2593,1677-09-22,2015-12-07,Still in DOAJ index,DOAJ,http://polipapers.upv.es/index.php/MUSE/index,interesting reason
7861,"multidiszciplináris kihívások, sokszínű válaszok",True,"Multidiszciplináris Kihívások, Sokszínű Válaszok",2630-886X,1677-09-22,2022-01-04,Still in DOAJ index,DOAJ,https://ojs3.mtak.hu/index.php/mksv,interesting reason
7862,multilateral: jurnal pendidikan jasmani dan olahraga,True,Multilateral: Jurnal Pendidikan Jasmani dan Olahraga,2549-1415,1677-09-22,2021-05-31,Still in DOAJ index,DOAJ,https://ppjp.ulm.ac.id/journal/index.php/multilateralpjkr/index,interesting reason
7863,multilinguales,True,Multilinguales,2335-1535,1677-09-22,2019-03-27,Still in DOAJ index,DOAJ,https://journals.openedition.org/multilinguales,interesting reason
7864,multimed,True,Multimed,1028-4818,1677-09-22,2018-09-14,Still in DOAJ index,DOAJ,http://www.revmultimed.sld.cu/index.php/mtm/index,interesting reason
7865,multimodal technologies and interaction,True,Multimodal Technologies and Interaction,2414-4088,1677-09-22,2017-09-19,Still in DOAJ index,DOAJ,http://www.mdpi.com/journal/mti,interesting reason
7866,multimodal transportation,True,Multimodal Transportation,2772-5863,1677-09-22,2022-06-13,Still in DOAJ index,DOAJ,https://www.journals.elsevier.com/multimodal-transportation,interesting reason
7867,"multiple sclerosis journal - experimental, translational and clinical",True,"Multiple Sclerosis Journal - Experimental, Translational and Clinical",2055-2173,1677-09-22,2016-12-06,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/mso,interesting reason
7868,multitek indonesia,True,Multitek Indonesia,1907-6223,1677-09-22,2017-08-07,Still in DOAJ index,DOAJ,http://journal.umpo.ac.id/index.php/multitek,interesting reason
7869,munaddhomah,True,Munaddhomah,2775-2933,1677-09-22,2022-01-31,Still in DOAJ index,DOAJ,https://pasca.jurnalikhac.ac.id/index.php/munaddhomah/index,interesting reason
7870,mundo de antes,True,Mundo de Antes,2362-325X,1677-09-22,2017-11-30,Still in DOAJ index,DOAJ,http://mundodeantes.org.ar/,interesting reason
7871,mundo fesc,True,Mundo Fesc,2216-0353,1677-09-22,2016-04-08,Still in DOAJ index,DOAJ,http://www.fesc.edu.co/Revistas/OJS/index.php/mundofesc/index,interesting reason
7872,mundo livre,True,Mundo Livre,2525-5819,1677-09-22,2020-08-03,Still in DOAJ index,DOAJ,http://periodicos.uff.br/mundolivre,interesting reason
7873,mundo nano,True,Mundo Nano,2007-5979,1677-09-22,2019-01-25,Still in DOAJ index,DOAJ,http://www.revistas.unam.mx/index.php/nano/,interesting reason
7874,munibe ciencias naturales,True,Munibe Ciencias Naturales,0214-7688,1677-09-22,2015-04-08,Still in DOAJ index,DOAJ,http://www.aranzadi.eus/munibe-natur-zientziak,interesting reason
7875,muqtasid: jurnal ekonomi dan perbankan syariah,True,Muqtasid: Jurnal Ekonomi dan Perbankan Syariah,2087-7013,1677-09-22,2017-10-02,Still in DOAJ index,DOAJ,http://e-journal.iainsalatiga.ac.id/index.php/muqtasid,interesting reason
7876,mural internacional,True,Mural Internacional,2446-6182,1677-09-22,2021-01-06,Still in DOAJ index,DOAJ,https://www.e-publicacoes.uerj.br/index.php/muralinternacional/index,interesting reason
7877,murjis,True,MURJIS,2709-6157,1677-09-22,2021-12-30,Still in DOAJ index,DOAJ,https://journals.uom.edu.pk/murjis,interesting reason
7878,murmurations,True,Murmurations,2516-0052,1677-09-22,2020-11-12,Still in DOAJ index,DOAJ,https://murmurations.cloud,interesting reason
7879,muróbbî: jurnal ilmu pendidikan,True,Muróbbî: Jurnal Ilmu Pendidikan,2580-6963,1677-09-22,2018-08-26,Still in DOAJ index,DOAJ,http://jurnal.iaibafa.ac.id/index.php/murobbi,interesting reason
7880,musamus journal of primary education,True,Musamus Journal of Primary Education,2622-7819,1677-09-22,2020-07-28,Still in DOAJ index,DOAJ,https://ejournal.unmus.ac.id/index.php/primary,interesting reason
7881,musas,True,Musas,2385-7005,1677-09-22,2018-06-30,Still in DOAJ index,DOAJ,http://revistes.ub.edu/index.php/MUSAS/index,interesting reason
7882,musawa: jurnal studi gender dan islam,True,Musawa: Jurnal Studi Gender dan Islam,2503-4596,1677-09-22,2019-10-16,Still in DOAJ index,DOAJ,http://ejournal.uin-suka.ac.id/pusat/MUSAWA/,interesting reason
7883,museum & society,True,Museum & Society,1479-8360,1677-09-22,2018-02-02,Still in DOAJ index,DOAJ,https://journals.le.ac.uk/ojs1/index.php/mas/,interesting reason
7884,museum worlds,True,Museum Worlds,2049-6737,1677-09-22,2021-03-12,Still in DOAJ index,DOAJ,https://www.berghahnjournals.com/view/journals/museum-worlds/museum-worlds-overview.xml,interesting reason
7885,music & science,True,Music & Science,2059-2043,1677-09-22,2019-04-02,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/mns,interesting reason
7886,music and arts in action,True,Music and Arts in Action,1754-7105,1677-09-22,2018-11-05,Still in DOAJ index,DOAJ,https://musicandartsinaction.net/,interesting reason
7887,musicologica brunensia,True,Musicologica Brunensia,2336-436X,1677-09-22,2020-05-11,Still in DOAJ index,DOAJ,https://www.phil.muni.cz/journals/musicologica-brunensia/,interesting reason
7888,musicology today,True,Musicology Today,2353-5733,1677-09-22,2015-05-11,Still in DOAJ index,DOAJ,https://sciendo.com/journal/muso,interesting reason
7889,musiikki,True,Musiikki,2669-8625,1677-09-22,2022-05-10,Still in DOAJ index,DOAJ,https://musiikki.journal.fi,interesting reason
7890,musikk og tradisjon,True,Musikk og Tradisjon,2703-7320,1677-09-22,2020-07-28,Still in DOAJ index,DOAJ,http://ojs.novus.no/index.php/MOT,interesting reason
7891,"must: journal of mathematics education, science and technology",True,"MUST: Journal of Mathematics Education, Science and Technology",2541-4674,1677-09-22,2020-03-25,Still in DOAJ index,DOAJ,http://journal.um-surabaya.ac.id/index.php/matematika/index,interesting reason
7892,mustafa kemal üniversitesi tıp dergisi,True,Mustafa Kemal Üniversitesi Tıp Dergisi,1308-7185,1677-09-22,2015-10-08,Still in DOAJ index,DOAJ,http://dergipark.gov.tr/mkutfd,interesting reason
7893,mutatis mutandis,True,Mutatis Mutandis,2011-799X,1677-09-22,2018-11-16,Still in DOAJ index,DOAJ,https://aprendeenlinea.udea.edu.co/revistas/index.php/mutatismutandis/index,interesting reason
7894,muthanna medical journal,True,Muthanna Medical Journal,2226-146X,1677-09-22,2021-11-13,Still in DOAJ index,DOAJ,https://muthmj.mu.edu.iq/,interesting reason
7895,mutis,True,Mutis,2256-1498,1677-09-22,2016-02-24,Still in DOAJ index,DOAJ,http://revistas.utadeo.edu.co/index.php/mutis/index,interesting reason
7896,muzeológia a kultúrne dedičstvo,True,Muzeológia a Kultúrne Dedičstvo,1339-2204,1677-09-22,2017-07-19,Still in DOAJ index,DOAJ,http://www.muzeologia.sk/casopis_mkd_en.htm,interesting reason
7897,muzikološki zbornik,True,Muzikološki Zbornik,0580-373X,1677-09-22,2018-06-02,Still in DOAJ index,DOAJ,https://revije.ff.uni-lj.si/MuzikoloskiZbornik/,interesting reason
7898,muṭāli̒āt-i mudīriyyat-i gardishgarī,True,Muṭāli̒āt-i Mudīriyyat-i Gardishgarī,2322-3294,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://tms.atu.ac.ir/,interesting reason
7899,muṭāli̒āt-i mudīriyyat-i ṣan̒atī,True,Muṭāli̒āt-i Mudīriyyat-i Ṣan̒atī,2251-8029,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://jims.atu.ac.ir/,interesting reason
7900,muṭāli̒āt-i ravān/shināsī-i bālīnī,True,Muṭāli̒āt-i Ravān/Shināsī-i Bālīnī,2322-3189,1677-09-22,2017-03-16,Still in DOAJ index,DOAJ,http://jcps.atu.ac.ir/,interesting reason
7901,mycobiology,True,Mycobiology,2092-9323,1677-09-22,2018-09-10,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/tmyb20/current,interesting reason
7902,mycology,True,Mycology,2150-1211,1677-09-22,2016-11-01,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/tmyc20/current,interesting reason
7903,más poder local,True,Más Poder Local,2172-0223,1677-09-22,2021-11-02,Still in DOAJ index,DOAJ,https://www.maspoderlocal.com/,interesting reason
7904,mäetagused,True,Mäetagused,1406-992X,1677-09-22,2019-03-14,Still in DOAJ index,DOAJ,http://www.folklore.ee/tagused/,interesting reason
7905,målbryting,True,Målbryting,2535-8308,1677-09-22,2020-09-08,Still in DOAJ index,DOAJ,https://septentrio.uit.no/index.php/malbryting,interesting reason
7906,mètode science studies journal: annual review,True,Mètode Science Studies Journal: Annual Review,2174-3487,1677-09-22,2015-05-19,Still in DOAJ index,DOAJ,http://www.uv.es/metode,interesting reason
7907,médecine tropicale et santé internationale (mtsi),True,Médecine Tropicale et Santé Internationale (MTSI),2778-2034,1677-09-22,2021-10-24,Still in DOAJ index,DOAJ,http://revuemtsi.societe-mtsi.fr/index.php/bspe-articles/about,interesting reason
7908,médiations & médiatisations,True,Médiations & Médiatisations,2562-0630,1677-09-22,2021-08-30,Still in DOAJ index,DOAJ,https://revue-mediations.teluq.ca/,interesting reason
7909,mélanges de la casa de velázquez,True,Mélanges de la Casa de Velázquez,0076-230X,1677-09-22,2019-07-26,Still in DOAJ index,DOAJ,https://journals.openedition.org/mcv,interesting reason
7910,mémoires du livre / studies in book culture,True,Mémoires du livre / Studies in Book Culture,1920-602X,1677-09-22,2016-11-07,Still in DOAJ index,DOAJ,http://memoires.erudit.org/?lang=en,interesting reason
7911,métodos y materiales,True,Métodos y Materiales,2215-342X,1677-09-22,2017-10-05,Still in DOAJ index,DOAJ,https://revistas.ucr.ac.cr/index.php/materiales/index,interesting reason
7912,mìkrobìologìâ ì bìotehnologìâ,True,Mìkrobìologìâ ì Bìotehnologìâ,2076-0558,1677-09-22,2018-03-05,Still in DOAJ index,DOAJ,http://mbt.onu.edu.ua/,interesting reason
7913,"mìkrosistemi, elektronìka ta akustika",True,"Mìkrosistemi, Elektronìka ta Akustika",2523-4447,1677-09-22,2018-01-30,Still in DOAJ index,DOAJ,http://elc.kpi.ua,interesting reason
7914,mìžnarodnij endokrinologìčnij žurnal,True,Mìžnarodnij Endokrinologìčnij Žurnal,2224-0721,1677-09-22,2017-08-10,Still in DOAJ index,DOAJ,https://iej.zaslavsky.com.ua/index.php/journal,interesting reason
7915,mídia e cotidiano,True,Mídia e Cotidiano,2178-602X,1677-09-22,2016-01-20,Still in DOAJ index,DOAJ,https://periodicos.uff.br/midiaecotidiano,interesting reason
7916,mütefekkir,True,Mütefekkir,2148-8134,1677-09-22,2016-02-15,Still in DOAJ index,DOAJ,http://mutefekkir.aksaray.edu.tr,interesting reason
7917,mенаџмент у хотелијерству и туризму,True,Mенаџмент у хотелијерству и туризму,2620-0279,1677-09-22,2018-08-17,Still in DOAJ index,DOAJ,https://scindeks.ceon.rs/journalDetails.aspx?issn=2620-0279&lang=en,interesting reason
7918,nadwa,True,Nadwa,1979-1739,1677-09-22,2017-08-29,Still in DOAJ index,DOAJ,http://journal.walisongo.ac.id/index.php/Nadwa,interesting reason
7919,nagari law review,True,Nagari Law Review,2597-7245,1677-09-22,2019-05-24,Still in DOAJ index,DOAJ,http://nalrev.fhuk.unand.ac.id/index.php/nalrev,interesting reason
7920,nakhoda: jurnal ilmu pemerintahan,True,Nakhoda: Jurnal Ilmu Pemerintahan,2656-5277,1677-09-22,2022-01-03,Still in DOAJ index,DOAJ,https://nakhoda.ejournal.unri.ac.id/index.php/njip,interesting reason
7921,nalans,True,Nalans,2148-4066,1677-09-22,2018-03-05,Still in DOAJ index,DOAJ,http://www.nalans.com,interesting reason
7922,nalar: jurnal peradaban dan pemikiran islam,True,Nalar: Jurnal Peradaban dan Pemikiran Islam,2598-8999,1677-09-22,2020-12-22,Still in DOAJ index,DOAJ,http://e-journal.iain-palangkaraya.ac.id/index.php/nalar/index,interesting reason
7923,nalars,True,Nalars,1412-3266,1677-09-22,2017-10-09,Still in DOAJ index,DOAJ,https://jurnal.umj.ac.id/index.php/nalars,interesting reason
7924,names,True,Names,1756-2279,1677-09-22,2022-05-09,Still in DOAJ index,DOAJ,https://ans-names.pitt.edu/ans/index,interesting reason
7925,namn og nemne,True,Namn og Nemne,2703-7371,1677-09-22,2020-09-02,Still in DOAJ index,DOAJ,http://ojs.novus.no/index.php/NON,interesting reason
7926,nano,True,Nano,2160-0104,1677-09-22,2015-11-04,Still in DOAJ index,DOAJ,http://www.nanocrit.com/,interesting reason
7927,nano convergence,True,Nano Convergence,2196-5404,1677-09-22,2015-12-08,Still in DOAJ index,DOAJ,http://www.nanoconvergencejournal.com,interesting reason
7928,nano express,True,Nano Express,2632-959X,1677-09-22,2020-05-21,Still in DOAJ index,DOAJ,https://iopscience.iop.org/journal/2632-959X,interesting reason
7929,nano materials science,True,Nano Materials Science,2589-9651,1677-09-22,2020-01-24,Still in DOAJ index,DOAJ,http://www.keaipublishing.com/en/journals/nano-materials-science/,interesting reason
7930,nano select,True,Nano Select,2688-4011,1677-09-22,2021-09-30,Still in DOAJ index,DOAJ,https://onlinelibrary.wiley.com/journal/26884011,interesting reason
7931,nanobiomedicine,True,Nanobiomedicine,1849-5435,1677-09-22,2015-11-27,Still in DOAJ index,DOAJ,https://journals.sagepub.com/home/nab,interesting reason
7932,nanochemistry research,True,Nanochemistry Research,2423-818X,1677-09-22,2017-05-12,Still in DOAJ index,DOAJ,http://nanochemres.org/,interesting reason
7933,nanocomposites,True,Nanocomposites,2055-0332,1677-09-22,2017-09-27,Still in DOAJ index,DOAJ,https://www.tandfonline.com/toc/ynan20/current,interesting reason
7934,nanomedicine research journal,True,Nanomedicine Research Journal,2476-3489,1677-09-22,2018-01-08,Still in DOAJ index,DOAJ,http://www.nanomedicine-rj.com/,interesting reason
7935,nanophotonics,True,Nanophotonics,2192-8614,1677-09-22,2016-05-24,Still in DOAJ index,DOAJ,http://www.degruyter.com/view/j/nanoph,interesting reason
7936,nanoscale advances,True,Nanoscale Advances,2516-0230,1677-09-22,2019-01-21,Still in DOAJ index,DOAJ,https://www.rsc.org/journals-books-databases/about-journals/nanoscale-advances/,interesting reason
7937,nanotechnology and precision engineering,True,Nanotechnology and Precision Engineering,2589-5540,1677-09-22,2019-02-25,Still in DOAJ index,DOAJ,https://aip.scitation.org/journal/npe,interesting reason
7938,nanotechnology reviews,True,Nanotechnology Reviews,2191-9097,1677-09-22,2020-04-30,Still in DOAJ index,DOAJ,https://www.degruyter.com/view/j/ntrev,interesting reason
7939,"nanotechnology, science and applications",True,"Nanotechnology, Science and Applications",1177-8903,1677-09-22,2015-04-13,Still in DOAJ index,DOAJ,https://www.dovepress.com/nanotechnology-science-and-applications-journal,interesting reason
7940,nanotheranostics,True,Nanotheranostics,2206-7418,1677-09-22,2018-10-12,Still in DOAJ index,DOAJ,http://www.ntno.org/,interesting reason
7941,nantong daxue xuebao. ziran kexue ban,True,Nantong Daxue xuebao. Ziran kexue ban,1673-2340,1677-09-22,2022-01-25,Still in DOAJ index,DOAJ,https://ngzk.cbpt.cnki.net/,interesting reason
7942,naqd-i zabān va adabīyyāt-i khārijī,True,Naqd-i Zabān va Adabīyyāt-i Khārijī,2008-7330,1677-09-22,2018-01-25,Still in DOAJ index,DOAJ,http://clls.sbu.ac.ir,interesting reason
7943,nar cancer,True,NAR Cancer,2632-8674,1677-09-22,2020-07-22,Still in DOAJ index,DOAJ,https://academic.oup.com/narcancer,interesting reason
